jornada,match,result,liga
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_30/,Cádiz - Sevilla Atlético en directo,4 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_30/,Granada - Gimnàstic en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_30/,Albacete - Osasuna en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_30/,Barcelona B - Numancia en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_30/,Córdoba - Lugo en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_30/,Real Zaragoza - Lorca FC en directo,3 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_30/,Reus - Huesca en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_30/,Sporting - Cultural en directo,4 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_36/,Córdoba - Sevilla Atlético en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_33/,Cultural - Real Zaragoza en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_36/,Oviedo - Valladolid en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_36/,Albacete - Reus en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_36/,Gimnàstic - Numancia en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_36/,Real Zaragoza - Almería en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_36/,Tenerife - Huesca en directo,2 - 4,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_36/,Alcorcón - Osasuna en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_36/,Barcelona B - Rayo en directo,2 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_36/,Cádiz - Sporting en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_36/,Granada - Cultural en directo,3 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_36/,Lugo - Lorca FC en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_33/,Numancia - Córdoba en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_33/,Oviedo - Alcorcón en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_33/,Valladolid - Reus en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_33/,Almería - Sporting en directo,1 - 3,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_33/,Gimnàstic - Lugo en directo,3 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_33/,Lorca FC - Granada en directo,3 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_33/,Osasuna - Tenerife en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_33/,Rayo - Cádiz en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_33/,Sevilla Atlético - Barcelona B en directo,3 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_33/,Huesca - Albacete en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_29/,Oviedo - Barcelona B en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_32/,Albacete - Cultural en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_29/,Cultural - Reus en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_29/,Lugo - Granada en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_29/,Numancia - Real Zaragoza en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_29/,Osasuna - Cádiz en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_29/,Alcorcón - Córdoba en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_29/,Gimnàstic - Tenerife en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_29/,Huesca - Almería en directo,2 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_29/,Lorca FC - Albacete en directo,1 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_29/,Valladolid - Rayo en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_29/,Sevilla Atlético - Sporting en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_32/,Córdoba - Oviedo en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_32/,Lugo - Valladolid en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_32/,Reus - Almería en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_32/,Sporting - Rayo en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_35/,Cultural - Tenerife en directo,3 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_32/,Alcorcón - Gimnàstic en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_32/,Barcelona B - Osasuna en directo,0 - 2,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_32/,Granada - Numancia en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_32/,Real Zaragoza - Sevilla Atlético en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_32/,Tenerife - Lorca FC en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_32/,Cádiz - Huesca en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_35/,Lorca FC - Alcorcón en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_35/,Numancia - Lugo en directo,2 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_35/,Reus - Cádiz en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_35/,Almería - Albacete en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_35/,Osasuna - Córdoba en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_35/,Rayo - Real Zaragoza en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_35/,Oviedo - Gimnàstic en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_35/,Valladolid - Sporting en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_35/,Sevilla Atlético - Granada en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_35/,Huesca - Barcelona B en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_34/,Cádiz - Almería en directo,0 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_34/,Albacete - Rayo en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_34/,Alcorcón - Numancia en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_34/,Barcelona B - Cultural en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_34/,Granada - Osasuna en directo,1 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_34/,Real Zaragoza - Huesca en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_34/,Córdoba - Lorca FC en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_34/,Gimnàstic - Valladolid en directo,1 - 0,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_34/,Lugo - Oviedo en directo,0 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_34/,Sporting - Reus en directo,2 - 1,segunda
https://resultados.as.com/resultados/futbol/segunda/2017_2018/jornada/regular_a_34/,Tenerife - Sevilla Atlético en directo,2 - 0,segunda
